date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:00	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fd317f-19e1%22	https://properties-emaar-com.azureedge.net/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:00	38590/38590	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336d9a-96be%22	https://properties-emaar-com.azureedge.net/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:00	457/457	---M--	200	added ('OK')	application/javascript	etag:%2266336d9a-1c9%22	https://properties-emaar-com.azureedge.net/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-includes/js/dist/dom-ready.min5346.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:01	4307/4307	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336d9a-10d3%22	https://properties-emaar-com.azureedge.net/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-includes/js/dist/hooks.min2757.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:01	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336d9a-23b5%22	https://properties-emaar-com.azureedge.net/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-includes/js/dist/i18n.minc33c.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:01	2358/2358	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336d9a-936%22	https://properties-emaar-com.azureedge.net/wp-includes/js/dist/a11y.min.js?ver=d90eebea464f6c09bfd5	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-includes/js/dist/a11y.mine810.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:01	1836/1836	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-72c%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.8.9	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/jquery.json.min08d4.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:01	46677/46677	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-b655%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.8.9	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/gravityforms.min08d4.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:02	9500/9500	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-251c%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/conditional_logic.min.js?ver=2.8.9	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/conditional_logic.min08d4.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:02	870/870	---MC-	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202024%2010:41:02%20GMT	https://www.google.com/recaptcha/api.js?hl=en&ver=6.5.2	C:/My%20Web%20Sites/Emar/www.google.com/recaptcha/api782f.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:02	1940/1940	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-794%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/jquery.textareaCounter.plugin.min.js?ver=2.8.9	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/jquery.textareaCounter.plugin.min08d4.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:03	4639/4639	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-121f%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/placeholders.jquery.min.js?ver=2.8.9	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/js/placeholders.jquery.min08d4.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:03	38829/38829	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-97ad%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/assets/js/dist/utils.min.js?ver=50c7bea9c2320e16728e44ae9fde5f26	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/assets/js/dist/utils.minbdb4.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:03	17290/17290	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-438a%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/assets/js/dist/vendor-theme.min.js?ver=54e7080aa7a02c83aa61fae430b9d869	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/assets/js/dist/vendor-theme.minca9e.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:04	4163/4163	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266336f00-1043%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/assets/js/dist/scripts-theme.min.js?ver=bab19fd84843dabc070e73326d787910	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/assets/js/dist/scripts-theme.min00af.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:04	6351/6351	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e810a5-18cf%22	https://properties-emaar-com.azureedge.net/wp-content/cache/min/1/collect.js?ver=1726484645	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/cache/min/1/collect1f3b.js	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:04	3943/3943	---M--	200	added ('OK')	image/png	etag:%22663376b9-f67%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/instagram-feed/img/sbi-sprite.png	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/instagram-feed/img/sbi-sprite.png	(from https://properties-emaar-com.azureedge.net/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=6.3.1)
15:41:05	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://fast.fonts.net/lt/1.css?apiType=css&c=2ac22bbc-50e3-4ee7-82d0-ea4081b122c7&fontids=5962255	C:/My%20Web%20Sites/Emar/fast.fonts.net/lt/1.5444b2.delayed	(from https://properties-emaar-com.azureedge.net/wp-content/cache/min/1/wp-content/themes/emaar/style.css?ver=1726484644)
15:41:07	538/538	---M--	200	added ('OK')	image/png	etag:%2266336f00-21a%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/legacy/css/chosen-sprite.png	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/legacy/css/chosen-sprite.png	(from https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/legacy/css/formsmain.min.css?ver=2.8.9)
15:41:07	136023/136023	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Sep%202024%2010:41:06%20GMT	https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/trident/	C:/My%20Web%20Sites/Emar/properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/Trident/index.html	(from https://properties.emaar.com/en/properties/marina-views-at-rashid-yachts-marina/)
15:41:08	738/738	---M--	200	added ('OK')	image/png	etag:%2266336f00-2e2%22	https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/legacy/css/chosen-sprite@2x.png	C:/My%20Web%20Sites/Emar/properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/legacy/css/chosen-sprite@2x.png	(from https://properties-emaar-com.azureedge.net/wp-content/plugins/gravityforms/legacy/css/formsmain.min.css?ver=2.8.9)
